Category,Message
spam,january male sale hot gay chat now cheaper call 08709222922 national rate from 15pmin cheap to 78pmin peak to stop texts call 08712460324 10pmin
ham,full heat pa i have applyed oil pa
ham,i want to tel u one thing u should not mistake me k this is the message that you sent
spam,great new offer  double mins  double txt on best orange tariffs and get latest camera phones 4 free call mobileupd8 free on 08000839402 now or 2stoptxt tcs
ham,mmmmmmm snuggles into you deep contented sigh  whispers  i fucking love you so much i can barely stand it 
ham,and of course you should make a stink
ham,o i played smash bros  ltgt  religiously
ham,same wana plan a trip sometme then
ham,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections
ham,i cant pick the phone right now pls send a message
ham,from tomorrow onwards eve 6 to 3 work
ham,anything lor juz both of us lor
ham,tap  spile at seven  is that pub on gas st off broad st by canal ok
spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt pod to 84128 tscs wwwtextpodnet custcare 08712405020
ham,yeah thats what i was thinking
ham,k so am i how much for an 8th fifty
ham,need a coffee run tomocant believe its that time of week already
ham,what not under standing
ham,if i die i want u to have all my stuffs
ham,aight can you text me the address
ham,yes i come to nyc for audiitions and am trying to relocate
ham,good afternon my love how are today i hope your good and maybe have some interviews i wake and miss you babe a passionate kiss from across the sea
ham,i am not sure about night menu   i know only about noon menu
ham,i cant describe how lucky you are that im actually awake by noon
ham,alrite jod hows the revision goin keris bin doin a smidgin n e way u wanna cum over after collegexx
spam,no 1 polyphonic tone 4 ur mob every week just txt pt2 to 87575 1st tone free  so get txtin now and tell ur friends 150ptone 16 reply hl 4info
ham,goodmorning today i am late for  ltdecimalgt min
ham,lol thats different i dont go trying to find every real life photo you ever took
ham,then  come n pick me at 530 ar
ham,aight text me tonight and well see whats up
ham,i thought we were doing a king of the hill thing there
ham,i am going to film 2day da at 6pm sorry da
ham,doc prescribed me morphine cause the other pain meds arent enough waiting for my mom to bring it that med should kick in fast so im gonna try to be on later
ham,no way im going back there
ham,i just cooked a rather nice salmon a la you
ham,what your plan for pongal
ham,sindu got job in birla soft 
ham,dear heroi am leaving to qatar tonite for an apt opportunitypls do keep in touch at  ltemailgt kerala
ham,sorry ill call later
ham,no no i will check all rooms befor activities
ham,i cant wait to see you how were the photos were useful 
ham,just got outta class gonna go gym
ham,im good have you registered to vote
ham, predict wat time ll finish buying
ham,cool do you like swimming i have a pool and jacuzzi at my house
ham,i dont want to hear philosophy just say what happen
ham,yar lor keep raining non stop or u wan 2 go elsewhere
ham,hi darlin did youphone me im athome if youwanna chat
ham,that depends how would you like to be treated 
ham,meanwhile in the shit suite xavier decided to give us  ltgt  seconds of warning that samantha was coming over and is playing jays guitar to impress her or some shit also i dont think doug realizes i dont live here anymore
ham,want to finally have lunch today
ham,okie
ham,also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week i have a new bong gt
ham,where wuld i be without my baby the thought alone mite break me and i dont wanna go crazy but everyboy needs his lady xxxxxxxx
ham,i like you peoples very much but am very shy pa
ham,sorry for the delay yes masters
ham,im at bruce amp fowler now but im in my moms car so i cant park long story
ham,you unbelievable faglord
ham,whens your radio show
spam,do you want a new nokia 3510i colour phone delivered tomorrow with 200 free minutes to any mobile  100 free text  free camcorder reply or call 08000930705
ham,yes last  practice
ham,i want to show you the world princess  how about europe
ham,hurry home u big butt hang up on your last caller if u have to food is done and im starving dont ask what i cooked
spam,free entry into our 250 weekly comp just send the word win to 80086 now 18 tc wwwtxttowincouk
ham,erutupalam thandiyachu
spam,free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18
ham,i have no money 4 steve mate 
spam,urgent please call 09066612661 from landline 5000 cash or a luxury 4 canary islands holiday await collection tcs sae award 20m12aq 150ppm 16 
ham,not tonight mate catching up on some sleep this is my new number by the way 
ham,haha really oh no how then will they deduct your lesson tmr
ham,then she dun believe wat
ham,she is our sister she belongs 2 our family she is d hope of tomorrow pray 4 herwho was fated 4 d shoranur train incident lets hold our hands together amp fuelled by love amp concern prior 2 her grief amp pain pls join in dis chain amp pass it stop violence against women
spam,freemsg hey u i just got 1 of these videopic fones reply wild to this txt  ill send u my pics hurry up im so bored at work xxx 18 150prcvd stop2stop
ham,fyi im taking a quick shower be at epsilon in like  ltgt  min
ham,me not waking up until 4 in the afternoon sup
ham,is fujitsu s series lifebook good
ham,u goin out 2nite
ham,anyway im going shopping on my own now cos my sis not done yet dun disturb u liao
ham,which is why i never wanted to tell you any of this which is why im so short with you and onedge as of late
ham,hey next sun 1030 theres a basic yoga course at bugis we can go for that pilates intro next sat tell me what time you r free
ham,so gd got free ice cream i oso wan
spam,you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline 09064017305 pobox75ldns7 
ham,hmmm  and imagine after youve come home from that having to rub my feet make me dinner and help me get ready for my date  are you sure your ready for that kind of life 
ham,thanks for looking out for me i really appreciate
ham,on the way to office da
ham,yeah no probs  last night is obviously catching up with you speak soon 
ham,youll never believe this but i have actually got off at taunton wow
ham,miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins
ham,i dont think he has spatula hands
ham,1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problms 3 litres watrdayno diseases snd ths 2 whom u care
ham,i doubt you could handle 5 times per night in any case
ham,perhaps  is much easy give your account identification so i will tomorrow at uni
spam,urgent we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call 09066358361 from land line claim y87 valid 12hrs only
ham,i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town
ham,the sign of maturity is not when we start saying big things but actually it is when we start understanding small things have a nice evening bslvyl
ham,mm feeling sleepy today itself i shall get that dear
ham,i love you both too 
spam,important message this is a final contact attempt you have important messages waiting out our customer claims dept expires 13404 call 08717507382 now
ham,im serious you are in the money base
ham,dont think you need yellow card for uk travel ask someone that has gone before if you do its just  ltgt bucks
ham,yun ahnow  wkg wherebtw if  go nus sc  wana specialise in wad
spam,free msg sorry a service you ordered from 81303 could not be delivered as you do not have sufficient credit please top up to receive the service
ham,yup ok
ham,then why you came to hostel
